model,name,price,quantity,status
228682,"Inventor MWO-28LT-BD – Φούρνος Μικροκυμάτων 28L με αέρα & grill",209,2,1
228705,"Επαγωγική Εστία Cata IHPF 351 BK",79,0,0
228711,"Pitsos PKNB36NWE0 – Ψυγειοκαταψύκτης Λευκό Ε",441,0,0
228712,"Eskimo ES 4060 W – Κουζίνα Εμαγιέ Λευκό",269,0,0
228722,"Pitsos DVS50X00 – Πλυντήριο Πιάτων 45 cm F",387,1,1
228736,"Pitsos PKNB49XIEP – Ψυγειοκαταψύκτης Inox Antifinger E NoFrost",824,0,0
228790,"Miele G5000 SC – Πλυντήριο Πιάτων Clst Inox 60 cm E",999,0,0
228803,"Bosch GSN36AIEP – Καταψύκτης Inox E",999,0,0
228804,"Bosch KSV36AIEP – Ψυγείο Inox E",929,0,0
228813,"Pitsos PKNB36NLE0 – Ψυγειοκαταψύκτης Inox",453,1,1
228836,"Davoline OLYMPIA 275 LUX 2M/1 – Απορροφητήρας 2M Λευκό 75 cm",109,0,0
228837,"Απορροφητήρας Davoline Olympia 275 LuX Καφέ 75 cm",109,0,0
228848,"Ψυγειοκαταψύκτης Pitsos PKNB36VIE3 Inox Antifinger Ε",589,0,0
228873,"Ψυγείο Eskimo ESK 2703 Λευκό F",349,0,0
228882,"Ψυγειοκαταψύκτης LG GBB72PZVFN Platinum Silver D",999,0,0
228887,"Rohnson R-2022 – Φούρνος Μικροκυμάτων",70.5,0,0
228893,"Candy CDPH 1L952X – Πλυντήριο Πιάτων Inox 45 cm F",369,0,0
228904,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr EWTgb 3583 G",3999,0,0
228906,"Bosch KGN39VLEB – Ψυγειοκαταψύκτης Inox E",789,0,0
228913,"Samsung RB38T600ESA – Ψυγειοκαταψύκτης E",649,0,0
228914,"Bosch KGN36VLED – Ψυγειοκαταψύκτης Inox E",568,1,1
228938,"Pitsos DIS60I00 – Πλυντήριο Πιάτων Εντοιχιζόμενο Inox 45 cm F",421,2,1
228952,"Candy CH64CCB/4U – Εστία Κεραμική",209,0,0
228966,"Pitsos DSS60W00 – Πλυντήριο Πιάτων 45cm",396,2,1
228982,"Pitsos PKNB39VLE2 – Ψυγειοκαταψύκτης Inox E",545,1,1
228990,"Pitsos PKNB39VWEA – Ψυγειοκαταψύκτης 60cm",649,0,0
228992,"Candy CDIH 2L1047 – Πλυντήριο Πιάτων 45 cm (10 έτη εγγύηση ανταλλακτικά",379,0,0
228999,"Pitsos DSS60I00 – Ελεύθερο Πλυντήριο Πιάτων Inox",439,4,1
229018,"Πλυντήριο-Στεγνωτήριο Samsung WD10T654DBH 10,5 kg/ 6 kg E/A",1029,0,0
229055,"LG RC90V9JV2W – Στεγνωτήριο Ρούχων 9 kg A",1029,0,0
229115,"Pitsos PH00M00X1 – Φούρνος Εντοιχιζόμενος Inox",265,2,1
229120,"Bosch KGV36VLEAS – Ψυγειοκαταψύκτης Inox E",529,0,0
229142,"Candy CSWS 6106TWMCE-S – Πλυντήριο Στεγνωτήριο 10 kg/6 kg D/A",529,0,0
229200,"Επιτραπέζιο Πλυντήριο Πιάτων Candy CDCP 6/ES Ασημί",299,0,0
229205,"Ψυγείο Hisense RS677N4BFE Black Metal E",849,0,0
229242,"Inventor DP1590S – Ψυγείο Δίπορτο 235L",369,0,0
229256,"Inventor KF2-157MS – Καταψύκτης Όρθιος E",339,0,0
229294,"LG GBB62PZHMN – Ψυγειοκαταψύκτης Inox E",799,0,0
229320,"Davoline BVC6005 – Εστία Κεραμική",159,0,0
229323,"Πλυντήριο Πιάτων Bosch SMS4HDI52E  60 cm D",799,0,0
229341,"ΠΛΥΝΤΗΡΙΟ ΠΙΑΤΩΝ CDSN 2D520PB/E CANDY",419,0,0
229350,"Bosch SMI4HTS31E – Πλυντήριο Πιάτων Inox 60 cm E",519,0,0
229356,"Miele GP DC CX 0061 T Καθαριστικό Καφετιέρας",15,0,0
229367,"Hisense FV354N4BIE – Καταψύκτης Όρθιος Inox E",769,0,0
229394,"Bosch SMV4HTX31E – Πλυντήριο Πιάτων 60 cm E",469,0,0
229401,"LG GBB566PZHMN – Ψυγειοκαταψύκτης Platinum Silver E",744,3,1
229405,"Bosch DSZ4985 – Μετόπη Πρόσοψης Απορροφητήρα Inox",60,0,0
229418,"Hisense RS677N4BIE – Ψυγείο Ντουλάπα NoFrost Inox",749,0,0
229423,"Ψυγείο Δίπορτο Hisense RT267D4ADF 206lt Inox",289,0,0
229437,"LG GBF567PZCMB – Ψυγειοκαταψύκτης Platinum Silver E",999,0,0
229451,"Bosch DSZ4685 – Μετόπη Πρόσοψης Απορροφητήρα Inox",59,2,1
229453,"Καταψύκτης Μπαούλο Eskimo ES FRC300F",399,0,0
229457,"Εντοιχιζόμενος Καταψύκτης Liebherr SUIGN 1554 Ε",1379,0,0
229475,"Inventor DPC850LS – Ψυγείο Ασημί F",249,0,0
229495,"Bosch DFR067A52 – Απορροφητήρας Συρόμενος Ασημί 60 cm",314,2,1
229512,"Bosch DFR097A52 – Απορροφητήρας Συρόμενος Ασημί 90 cm",456,1,1
229513,"Mini Bar Ψυγείο Liebherr TPesf 1710 Comfort",619,0,0
229528,"Inventor MP850S – Ψυγείο - Mini Bar 98L",219,0,0
229535,"Bosch SMS4HVI45E – Πλυντήριο Πιάτων Inox",589,0,0
229541,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr WKEgb 582 G",2149,0,0
229542,"Inventor DPC1760NFLIN – Ψυγείο Inox E",749,0,0
229559,"Eskimo RTF205SFW – Ψυγείο ES Λευκό F",289,0,0
229580,"Πλυντήριο Πιάτων Candy CDPH 2D947W 45 cm E",399,0,0
229582,"Ανταλλακτική Μετόπη Απορροφητήρα Pitsos PI4655",50,0,0
229595,"Πλυντήριο Πιάτων Candy CDCP 6 Για 6 Σερβίτσια Λευκό",409,0,0
229597,"Eskimo WM6T1200 – Πλυντήριο Ρούχων Άνω Φόρτωσης ES 6kg 1200rpm",379,0,0
229644,"Ψυγείο Hisense RT267D4AWF Λευκό",279,0,0
229656,"Davoline Απορροφητήρας Πτυσσόμενος P140 Ασημί 60 cm A",127,1,1
229676,"Ψυγείο Δίπορτο Candy CDD 2145 EHN Λευκό",279,0,0
229685,"Μεταλικό Καπάκι Εστιών Pitsos P120201 Λευκό",60,0,0
229728,"Eskimo RTF344NFIN – Ψυγείο Inox F",529,0,0
229729,"Eskimo RTF344NFW – Ψυγείο Λευκό F",519,0,0
229731,"Ψυγειοκαταψύκτης Hitachi R-B411PRU0 (BSL) Inox F",839,0,0
229732,"Ψυγειοκαταψύκτης Hitachi R-B411PRU0 (PWH) Λευκό F",789,0,0
229745,"Ψυγείο Δίπορτο Hitachi R-VX471PRU9 (BSL) NoFrost Inox",919,0,0
229753,"Pitsos DIF60I00 – Εντοιχιζόμενο Πλυντήριο Πιάτων για 12 Σερβίτσια Λευκό",449,0,0
229754,"Liebherr CBNef 5735 – Ψυγειοκαταψύκτης Ασημί D",1299,1,1
229789,"Davoline Shape 060 – Απορροφητήρας Τζάκι BL Μαύρο 60 cm A",195,0,0
229798,"Bosch KGN36XLER – Ψυγειοκαταψύκτης Inox E",749,0,0
229810,"Ψυγειοκαταψύκτης Samsung Bespoke RB38A6B2E22",1099,0,0
229822,"Ψυγειοκαταψύκτης Hitachi R-BGX411PRU0 (GBK) Μαύρο Glass F",999,0,0
229825,"Ψυγειοκαταψύκτης Hitachi R-B411PRU0 (BBK) Μαύρο Inox F",849,0,0
229829,"Ψυγείο Δίπορτο R-V611PRU0 (BSL) Total NoFrost (510Lt)",1199,0,0
229890,"Hisense RS694N4TIE – Ψυγείο Ντουλάπα SXS NoFrost Inox",1249,0,0
229897,"Καταψύκτης Μπαούλο CFd 2505 Liebherr",1199,0,0
229898,"Ψυγειοκαταψύκτης Hitachi R-BG411PRU0 (GPW) Λευκό Glass F",989,0,0
229899,"Ψυγειοκαταψύκτης Hitachi R-BG411PRU0 (GBK) Μαύρο Glass F",899,0,0
229913,"Ψυγειοκαταψύκτης Hitachi R-BG411PRU0 (GS) Ασημί Glass F",899,0,0
229932,"Faber NG ECO EV8 AM/X A60 – Απορροφητήρας Συρόμενος Maxima Inox 60 cm",199,2,1
229951,"Carad MW2080S – Φούρνος Μικροκυμάτων 20L",79,0,0
229957,"Bosch KGN36NLEA – Ψυγειοκαταψύκτης Total No Frost 305 lt Inox 60 cm E",599,0,0
229970,"Hisense RB645N4BFE – Ψυγειοκαταψύκτης 495 lt No Frost Μαύρο Dual Tech",695,2,1
229982,"Φούρνος Μικροκυμάτων Carad MW2070W Λευκός 20lt",75,0,0
229986,"Eskimo FRU160E – Καταψύκτης Όρθιος Ε",369,0,0
229995,"Eskimo WM7F1200 – Πλυντήριο Ρούχων 7kg D",299,0,0
229997,"Ψυγείο Eskimo ES RTF436NFIN Inox",699,0,0
230025,"Ψυγείο Ντουλάπα Multi Door Bosch KFF96PIEP",2449,0,0
230040,"Mini Bar Ψυγείο Liebherr Τ1810 Comfort",449,0,0
230070,"Bosch DSZ4686 – Μετόπη Πρόσοψης Απορροφητήρα Μαύρη",64,2,1
230084,"Ψυγείο Εντοιχιζόμενο Liebherr IRSe 4100 Pure E",849,0,0
230088,"Bosch DSZ4986 – Μετόπη Πρόσοψης Απορροφητήρα Μαύρη",105,0,0
230094,"Πλυντήριο-Στεγνωτήριο Ρούχων 7kg/5kg Ατμού Candy CSWS 4752DWE/1-S",419,0,0
230115,"Faber NG HIP AM/X A60 – Απορροφητήρας Συρόμενος Flexa Inox 60 cm",119,1,1
230124,"Αυτόνομη Κεραμική Εστία Korting HE6241C",222,0,0
230134,"LG GSXV90MCDE – Ψυγείο Ντουλάπα Total No Frost 635Lt E",2699,1,1
230139,"Inventor GLXT0712 – Πλυντήριο Ρούχων Άνω φόρτωσης 7kg",379,0,0
230145,"Pitsos WDP1400G9 – Πλυντήριο - Στεγνωτήριο Ρούχων 9 kg/ 6 kg E",699,0,0
230151,"Eskimo MWO20AS – Φούρνος Μικροκυμάτων 20L",79,0,0
230152,"Eskimo MWO20AW – Φούρνος Μικροκυμάτων 20L",69,0,0
230173,"Πλυντήριο Πιάτων Eskimo ES DW09F450W Λευκό 45 cm E  12 άτοκες δόσεις",379,0,0
230178,"Eskimo MWO25DGINX – Φούρνος Μικροκυμάτων με Grill 25L Inox",149,0,0
230179,"Eskimo DW11F450IN – Πλυντήριο Πιάτων Inox 45 cm E",399,0,0
230181,"Candy CSWS 4852DWE/1-S – Πλυντήριο - Στεγνωτήριο Ρούχων 8 kg/ 5 kg E/C",449,0,0
230191,"Eskimo DW12F600W – Πλυντήριο Πιάτων Λευκό 60 cm E",329,1,1
230192,"Eskimo DW14F600IN – Πλυντήριο Πιάτων Inox 60 cm D",469,1,1
230220,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr UWTes 1672 G",2549,0,0
230232,"Bosch WGG244M9GR – Πλυντήριο Ρούχων 9kg 1400 Στροφών",699,0,0
230235,"Eskimo DW14BS600 – Πλυντήριο Πιάτων Inox 60 cm D",499,0,0
230265,"Samsung WW70TA046AE/LE – Πλυντήριο Ρούχων 7kg 1400 Στροφών",419,0,0
230299,"LG GBP62DSNGN – Ψυγειοκαταψύκτης Dark Graphite",629,0,0
230337,"Candy CSWS 4962DWE/1-S – Πλυντήριο - Στεγνωτήριο Ρούχων 9 kg/6 kg C",459,0,0
230342,"LG GBB72PZVGN – Ψυγειοκαταψύκτης D",829,0,0
230350,"LG F2WV3S7N3E – Πλυντήριο ρούχων 7kg D",349,1,1
230372,"Bosch DSZ4682 – Μετόπη Πρόσοψης Απορροφητήρα Λευκή 60cm",90,0,0
230404,"Hisense RB645N4BIE Ψυγειοκαταψύκτης No Frost 495lt Inox Metal E",638,3,1
230434,"Brandt BT17028G – Πλυντήριο Ρούχων 7kg 1200 Στροφών",396,0,0
230551,"Davoline Shape 060 – Απορροφητήρας Τζάκι GR Γκρι 60 cm A",203,0,0
230556,"Candy CI633C/E1 – Εστία Κεραμική",244,0,0
230558,"LG GBB72SWVGN – Ψυγειοκαταχύκτης Λευκό D",818,0,0
230573,"Rohnson MOD R-2142 – Κουζινάκι - Φούρνος Ηλεκτρικό Μαύρο",119,2,1
230574,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr EWTgw 1683 G",2979,0,0
230588,"Inventor MB494B – Ψυγείο - Mini Bar Μαύρο",159,0,0
230605,"Brandt Πλυντήριο Πιάτων BDF424DX Inox 60 cm D",529,0,0
230608,"Carad MW2381S – Φούρνος Μικροκυμάτων 23L Silver",109,0,0
230614,"Bosch KGN39VLCT – Ψυγειοκαταψύκτης Inox C",914,0,0
230634,"LG GBB569MCAMB – Ψυγειοκαταψύκτης Μαύρο Ματ E",865,3,1
230650,"Candy CDSH 2D11453 – Πλυντήριο Πιάτων Εντοιχιζόμενο Stainless Steel 45 cm E",439,1,1
230661,"Miele KM6521 FR – Εστία Κεραμική 4 Ζωνών EasySelect",578,0,0
230665,"Eskimo ES-4021 – Κουζίνα Εμαγιέ Ανθρακί A",429,0,0
230669,"Ψυγείο Ντουλάπα Multi Door Bosch KFN96VPEA",1599,0,0
230700,"Ψυγείο Bosch KSV36VWEP Λευκό Ε",829,0,0
230702,"Bosch NKF645GA2E – Κεραμική Εστία 58.3x51.3εκ.",268.99,2,1
230704,"Ψυγειοκαταψύκτης Bosch KGN397LEQ Inox E",749,0,0
230738,"Bosch PKF645FP3E – Ηλεκτρική Εστία Αυτόνομη 60 cm",314,2,1
230758,"Pitsos PH33M46B2 – Φούρνος Εντοιχιζόμενος Μαύρο",519,0,0
230781,"Ψυγειοκαταψύκτης Liebherr CNd 5203 Λευκός D",749,0,0
230810,"Bosch PKE645BA2E – Εστία Κεραμική",249.9,0,0
230811,"Mini Bar Ψυγείο Liebherr ΤΧ 1021 Comfort",499,0,0
230812,"Μεταλικό Καπάκι Εστιών Pitsos P120601 Μαύρο",60,0,0
230813,"Bosch PIE645BB5E – Εστία Κεραμική Επαγωγική",446,1,1
230817,"Bosch PUE611BB5E – Εστία Κεραμική",299,0,0
230823,"Pitsos PKNB39VIEP – Ψυγειοκαταψύκτης Inox Antifinger E",779,0,0
230829,"Καταψύκτης Μπαούλο Hisense FC386D4AW1 F",330,0,0
230830,"Midea MDRT489MTE46 – Ψυγείο Inox E",519,0,0
230843,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr EWTgb 1683",2979,0,0
230867,"Καταψύκτης Μπαούλο Liebherr CFd 2085 D",999,0,0
230884,"Bosch KGN36NLEA – Ψυγειοκαταψύκτης Inox E",519,0,0
230900,"Pitsos PH27M60X2 – Φούρνος Εντοιχιζόμενος Inox",543,0,0
230905,"Ψυγειοκαταψύκτης LG GBP62PZNBC Inox Β",949,0,0
230908,"Singer MW20IN Φούρνος Μικροκυμάτων Inox 20 L",67,0,0
230915,"Hisense RT422N4AWF – Ψυγείο Λευκό",559,0,0
230934,"Εξωτερικό Σετ Ανακύκλωσης Αέρα Bosch DWZ1FX5C6",275,0,0
230944,"Ταψί Φούρνου Teka Mousaka Tray Αλουμινίου με Εμαγιέ Επίστρωση",49,3,1
230956,"Ψυγείο Εντοιχιζόμενο Mini Bar Liebherr UIK 1514 F",899,0,0
230960,"LG GTB382SHCMD – Ψυγείο Λευκό F",549,0,0
230966,"LG GTBV36PZGKD – Ψυγείο Platinum Silver E",799,0,0
230974,"Hisense RB470N4SIC – Ψυγειοκαταψύκτης Inox C",699,0,0
230996,"LG GTBV38PZGKD – Ψυγείο Platinum Silver E",769,0,0
231019,"LG GSLV70PZTE – Ψυγείο Ντουλάπα Total No Frost 635Lt E",1299,3,1
231020,"Ψυγειοκαταψύκτης Liebherr CNd 5703 Λευκό D",799,0,0
231025,"Bosch KFN96AXEA – Ψυγείο No Frost 605Lt E",1338,1,1
231031,"Bosch GIV11AFE0 – Εντοιχιζόμενος Καταψύκτης Ε",699,0,0
231059,"Σετ Ανακ΄ύκλωσης Αέρα Απορροφητήρα Bosch DWZ2IT1I4",60,0,0
231068,"Ψυγείο Εντοιχιζόμενο Mini Bar Liebherr UIKP 1550 E",1159,0,0
231075,"Φούρνος Μικροκυμάτων Candy CMGA25TNDB Μαύρο",149,0,0
231076,"Midea MDRB593FGE02 – Ψυγειοκαταψύκτης Inox Ε",674,0,0
231087,"Liebherr WTes 1672 – Συντηρητής Κρασιών",2399,0,0
231089,"Ψυγείο Εντοιχιζόμενο Liebherr DRe 4101 Pure Ε",999,0,0
231094,"Inventor KF2-860MS – Καταψύκτης Όρθιος Ε",279,0,0
231123,"Pitsos PG30W75X2 – Φούρνος Μικροκυμάτων Inox",346,2,1
231133,"Bosch WQG23108GR – Στεγνωτήριο Ρούχων 8 kg A",599,0,0
231142,"Ψυγειοκαταψύκτης Εντοιχιζόμενος Liebherr ICNdi 5153 D",2099,0,0
231145,"Hisense RS694N4TFE – Ψυγείο Ντουλάπα SXS NoFrost",1399,0,0
231157,"Bosch KGN39LBCF – Ψυγειοκαταψύκτης Μαύρο Ενεργειακή Κλάση C",919,1,1
231185,"Pitsos CWP631T12 – Επαγωγική Εστία",318,1,1
231193,"Bosch KGN492LDF – Ψυγειοκαταψύκτης Inox Look D",999,2,1
231212,"Pitsos PKNB56XLEP – Ψυγειοκαταψύκτης Inox E",717,1,1
231213,"Pitsos PKNB56XWEP – Ψυγειοκαταψύκτης Λευκό E",704,1,1
231244,"Bosch KGN367LDF – Ψυγειοκαταψύκτης Inox D",749,0,0
231247,"Bosch KGN56XIER – Ψυγειοκαταψύκτης Inox Antifinger E",803,1,1
231267,"Ψυγειοκαταψύκτης CNsdb 5723 Liebherr",1299,0,0
231287,"Στεγνωτήριο Bosch WQG24509GR Λευκό 9kg",799,0,0
231293,"Bosch WQG245A9GR – Στεγνωτήριο Ρούχων 9 kg Α",699,0,0
231294,"Ψυγειοκαταψύκτης Pitsos PKNB56XIDQ Total No Frost",999,0,0
231299,"Ψυγειοκαταψύκτης Liebherr XRFsf 5220 Plus Steel Finish E",2499,0,0
231301,"Καταψύκτης Όρθιος Liebherr FNd 525i Λευκός",1349,0,0
231305,"Ψυγειοκαταψύκτης Bosch KGN497ICT Inox C",1190,0,0
231308,"Samsung DV90BB5245AWS6 – Στεγνωτήριο Ρούχων 9 kg A",999,0,0
231318,"LG RH80V9AVHN – Στεγνωτήριο Ρούχων 8 kg C",658,0,0
231339,"Inventor PSC1950NFLIN – Ψυγειοκαταψύκτης Inox Ενεργειακής Κλάσης E",599,0,0
231343,"Ψυγειοκαταψύκτης Εντοιχιζόμενος Liebherr ICBSd 5122 Plus D",1749,0,0
231346,"LG RC80V9EV2W – Στεγνωτήριο Ρούχων 8 kg",848,0,0
231356,"Eskimo RTF436NEIN – Ψυγείο Inox E No Frost",540,0,0
231364,"Bosch KGN49LBCF – Ψυγειοκαταψύκτης Μαύρο Γυαλί C",1037,1,1
231385,"Samsung DV90BB7445GBS6 – Στεγνωτήριο Ρούχων 9 kg A",900,0,0
231395,"Eskimo VC4031 – Κουζίνα Κεραμική Inox",495,0,0
231405,"Pitsos 2MID60T – Απορροφητήρας Συρόμενος",319,0,0
231407,"Eskimo RBF320E185W – Ψυγειοκαταψύκτης Λευκό Ε",439,0,0
231408,"Eskimo RTF344NEIN – Ψυγείο Inox E",599,1,1
231411,"Inventor CLP-TT66I – Πλυντήριο Πιάτων Inox F",296,0,0
231412,"Inventor CLP-45108I – Πλυντήριο Πιάτων  Inox 45 cm C",414,0,0
231435,"Eskimo RBF285E185IN – Ψυγειοκαταψύκτης Inox E",459,0,0
231436,"Eskimo RBF285E185W – Ψυγειοκαταψύκτης Λευκό E",449,0,0
231469,"Προσαρμογέας, ⌀ 150 mm, Συνδετικό σωληνώσεων Στρογγυλό - Πλακέ Bosch HEZ9VDSI0",40,0,0
231478,"LG RH80V9AV0N – Στεγνωτήριο Ρούχων 8 kg A",679,0,0
231481,"Bosch SPI6YMS17E – Πλυντήριο Πιάτων Stainless Steel 45 cm Λευκό B",860,1,1
231506,"Liebherr Ψυγειοκαταψύκτης SBNsdd 5264-20 Inox E",2799,0,0
231512,"Bosch WNA144V9GR – Πλυντήριο - Στεγνωτήριο Ρούχων",569,0,0
231517,"Miele TWC220WP – Στεγνωτήριο 8kg A με Αντλία Θερμότητας",889,0,0
231536,"Candy CMW20TNMB – Φούρνος Μικροκυμάτων Μαύρο",99,0,0
231547,"Pitsos CRS631T06 – Ηλεκτρική Εστία 60cm",261,4,1
231561,"Ψυγείο Εντοιχιζόμενο Bosch KIR41VFE0 Ε",699,0,0
231574,"Inventor MBC51B – Ψυγείο Mini Bar Μαύρο 41L Ενεργειακή Κλάση E",128.9,0,0
231575,"Inventor MBC51W – Ψυγείο Mini Bar Λευκό Ε",119.9,0,0
231581,"Προσαρμογέας ⌀ 150 mm, 90°, Συνδετικό Σωληνώσεων Πλακέ - Στρογγυλό Bosch HEZ9VDSI1",40,0,0
231604,"Bosch Ψυγειοκαταψύκτης KGN86VIEA Inox Antifinger E",1399,0,0
231613,"Σετ Ανακύκλωσης Αέρα Απορροφητήρα Bosch DWZ1DX1I4",60,0,0
231617,"Bosch SMS4HMW02E – Ελεύθερο Πλυντήριο Πιάτων Λευκό",559,0,0
231620,"Korting KEC6A60WG – Κουζίνα Κεραμική",549,0,0
231634,"Midea MF200W120WB/W – Πλυντήριο Ρούχων 12kg A",549,1,1
231635,"Inventor 862S – Ψυγείο Μονόπορτο Compact Ασημί 93L",176,0,0
231636,"Midea MF200W90WB/T-GR – Πλυντήριο Ρούχων 9 kg",398,0,0
231638,"Gorenje GECS6C70XPA – Κουζίνα Κεραμική 60cm Inox 71Lt A",639,3,1
231640,"Ψυγείο Inventor MP864W Compact Λευκό F",189,0,0
231645,"Ψυγείο Εντοιχιζόμενο Mini Bar Liebherr IRSe 4101 E",879,0,0
231654,"Πλυντήριο Πιάτων Bosch SMS6ZDI11E 60cm",1079,0,0
231656,"Eskimo FRC202F – Καταψύκτης Μπαούλο F",289,0,0
231657,"Eskimo FRC303F – Καταψύκτης Μπαούλο F",359,0,0
231663,"Απορροφητήρας Οροφής 90cm Bosch DRC99PS20",1599,0,0
231672,"Gorenje GEIT6C60XPG – Κουζίνα επαγωγική 60cm Inox 71L Κλάση A",792,2,1
231678,"Midea MTD55S400W – Πλυντήριο Πιάτων Λευκό 55cm",249,0,0
231679,"Midea MF200W100WB/W - GR – Πλυντήριο Ρούχων 10 kg A",457,0,0
231681,"Eskimo RTF436NEW – Ψυγείο Λευκό E No Frost",530,1,1
231685,"Eskimo RTF344NEW – Ψυγείο Λευκό Ε",599,0,0
231689,"Bosch PKE61RBA2E – Εστία Κεραμική",234,1,1
231691,"Εντοιχιζόμενο Πλυντήριο Bosch WIW28542EU Εμπρόσθιας Φόρτωσης",929,0,0
231692,"Pitsos WT231G99 – Στεγνωτήριο Ρούχων 9 kg A",598,0,0
231756,"Bosch KIN86ADD0 – Ψυγειοκαταψύκτης Εντοιχιζόμενος D",1179,0,0
231779,"Eskimo RTF205SES – Ψυγείο Ασημί Ε",229,3,1
231795,"LG GBP62DSXCC1 – Ψυγειοκαταψύκτης Dark Graphite C",899,0,0
231805,"Ψυγειοκαταψύκτης Inventor PSB20070INL Inox E",1099,0,0
231815,"Bosch WUU28T08GR – Πλυντήριο Ρούχων Εμπρόσθιας Φόρτωσης",516,1,1
231819,"Inventor MWOR-20LR – Φούρνος Μικροκυμάτων Retro Red",129,0,0
231820,"Inventor MWOR-20LR – Φούρνος Μικροκυμάτων Retro Μαύρος",129,0,0
231827,"Pitsos WNP1210E7 – Πλυντήριο Ρούχων 7 kg",429,0,0
231834,"Mini Bar Ψυγείο Liebherr T 1714 Comfort",479,0,0
231838,"Ψυγειοκαταψύκτης Pitsos PKNB39VIDT Full No Frost 60cm",799,0,0
231852,"Miele Εντοιχιζόμενος Φούρνος H 2465 B Ανοξείδωτο Inox",723,0,0
231854,"Eskimo RTF197NEW – Ψυγείο Λευκό E",339,0,0
231865,"Πλυντήριο Ρούχων Brandt BT16028G 6 kg",419,0,0
231876,"Candy CF 3C7F0X – Πλυντήριο Πιάτων Inox 60 cm C",427,1,1
231893,"Ψυγείο Samsung RS68A884CSL/EF Ασημί C",2899,0,0
231899,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr EWTgb 2383 G",3499,0,0
231911,"Πλάκα Grill Bosch HEZ390522",225,0,0
231921,"Eskimo MWO20W – Φούρνος Μικροκυμάτων 20L Λευκός",69,0,0
231933,"Carad WA2358E – Πλυντήριο Ρούχων 5kg 800 στροφές D",269,0,0
231936,"Bosch WGG254ZLGR – Πλυντήριο Ρούχων Εμπρόσθιας Φόρτωσης",538,0,0
231942,"Ψυγείο Εντοιχιζόμενο Liebherr IRd 3900 D",699,0,0
231949,"Bosch WGB24409GR – Πλυντήριο Ρούχων 9 kg Α",737,3,1
231950,"Πλυντήριο Ρούχων Bosch WGB25410GR 10 kg A",899,0,0
231953,"Mini Bar Ψυγείο Liebherr TP 1420 Comfort",469,0,0
231962,"Συντηρητής Κρασιών WSbli 5031 Liebherr",1899,0,0
231992,"Bosch KGN76XIEP – Ψυγειοκαταψύκτης Inox Antifinger E",923,0,0
231995,"Eskimo MWO20S – Φούρνος Μικροκυμάτων",79,0,0
232000,"Gorenje GEC6A41WC – Κουζίνα κεραμική 60cm Λευκό 71L Κλάση A",536,2,1
232016,"Καταψύκτης Όρθιος FNc 6625 Liebherr Λευκός",1199,0,0
232029,"Καταψύκτης Bosch GSN36VWEP Λευκός E",919,0,0
232037,"Φούρνος Εντοιχιζόμενος Pitsos PH37M21B2 Μαύρος",699,0,0
232058,"LG GSLV51PZXE – Ψυγείο Ντουλάπα Total No Frost 635Lt E",1249,2,1
232075,"Midea MF100T80B/W - GR – Πλυντήριο Ρούχων 8 kg A",385,2,1
232084,"Bosch WGB244A9GR – Πλυντήριο Ρούχων",878,0,0
232085,"Pitsos WPG14GZLGR – Πλυντήριο Ρούχων 10kg A",488,0,0
232092,"Pitsos PHST49250 – Κουζίνα 63L Κεραμική Βάση",999,0,0
232093,"Πλαίσιο Χαμηλώματος Απορροφητήρα Bosch DSZ4961",195,0,0
232117,"Davoline F07CD – Πλυντήριο Rούχων 7kg 1200rpm C Λευκό",299,0,0
232121,"Bosch WQB245B8GR – Στεγνωτήριο Ρούχων 9 kg",778,6,1
232133,"Bosch FEL023MS2 – Φούρνος Μικροκυμάτων",124,0,0
232134,"Ψυγείο Εντοιχιζόμενο Mini Bar Liebherr IRSe 3900 E",649,0,0
232139,"Bosch WGB254A0GR – Πλυντήριο Ρούχων 10 kg Α",969,0,0
232153,"LG RH10V9AV2WR – Στεγνωτήριο Ρούχων 10 kg A",969,0,0
232155,"Τμήμα αεραγωγού - Γωνία απορροφητήρα Bosch HEZ9VRPD1",40,0,0
232165,"Samsung RT47CG6626S9 – Ψυγείο Refined Inox E",799,0,0
232167,"Σετ Ανακύκλωσης Αέρα Bosch DWZ2CB1I4",75,0,0
232195,"Καταψύκτης Όρθιος Liebherr FNc 7227",1299,0,0
232207,"Πλυντήριο - Στεγνωτήριο Ρούχων Hisense WDQA9014EVJMW 9 kg/ 6 kg",639,0,0
232208,"Samsung RB38C776DS9 – Ψυγειοκαταψύκτης Ασημί D",643,0,0
232211,"Samsung RB34C671DSA – Ψυγειοκαταψύκτης Ασημί D",530,6,1
232216,"Liebherr XRFbd 5220 – Ψυγειοκαταψύκτης Μαύρο Μεταλλικό",2899,0,0
232217,"Εντοιχιζόμενος Συντηρητής Κρασιών Liebherr EWTdf 1653 G",2599,0,0
232235,"Eskimo RTF197NEIN – Ψυγείο Ασημί E",399,0,0
232237,"Siemens KG39NXIDF – Ψυγειοκαταψύκτης Inox Antifinger D",742,0,0
