model,name,price,quantity,status
324181,"Delonghi CG196.BK – Τοστιέρα - Γκριλιέρα Μαύρο",56.9,0,0
324185,"Τοστιέρα - Γκριλιέρα Delonghi CG4001.BK",61.9,0,0
324212,"Βραστήρας Cloer 4121 1,00 Lt",32,0,0
324214,"MONIX Vitro 6",17,0,0
324219,"Rohnson R-207n – Φρυγανιέρα Μαύρο/Inox",24.9,0,0
324306,"Nespresso XN1005S – Krups Καφετιέρα Espresso Inissia Κόκκινη",99,0,0
324311,"Ψησταριά Υγραερίου Weber Q 1200 Μαύρο",364.99,0,0
324364,"MONIX Vitro 3",15,1,1
324511,"Delonghi CG298.BK – Τοστιέρα - Γκριλιέρα",65,5,1
324574,"Braun CJ3050WH – Στίφτης Tribute Λευκό",44,5,1
324674,"Moulinex PC1208 – Στίφτης Ultracompact Μαύρο",27.5,0,0
324692,"Σεσουάρ Μαλλιών Imetec Bellissima C16 2000 2000 Watt",25,0,0
324695,"Rohnson R-500n – Φραπιέρα Χειρός Μαύρο",11.9,0,0
324789,"Βραστήρας Moulinex Principio BY1078 1,2 lt Μαύρο",24.9,0,0
324886,"Ψηστιέρα Primo AB661 Κόκκινη",51.9,3,1
324887,"Ψηστιέρα Primo AB661 Ασημί",51.9,0,0
325051,"Rohnson R-250n – Ηλεκτρική Ψηστιέρα",69,3,1
325118,"Delonghi BQ80.X – Ηλεκτρική Ψηστιέρα",139,0,0
325203,"Tefal KI150D – Βραστήρας 1,7L Inox",35,1,1
325425,"Βραστήρας Tefal KI230D Express 1.7 lt Inox",42,0,0
325456,"Σακούλες Σκούπας Miele GN HyClean",17.9,0,0
325629,"Σεσουάρ Μαλλιών Imetec Bellissima P2 2200 2200 Watt",39,0,0
325675,"Delonghi BQ60.X – Ηλεκτρική Ψηστιέρα",89,0,0
325775,"Delonghi ICM15210.1 – Καφετιέρα Φίλτρου Μαύρο",34.9,5,1
325887,"Braun FS3000WH – Ατμομάγειρας Tribute Collection",69,2,1
325953,"Tefal Body Signal BM7100 – Ζυγαριά Σώματος 160 kg Λιπομέτρηση Μυϊκή Μάζα",42.9,2,1
325971,"Bosch TKA 3A031 – Καφετιέρα Φίλτρου Λευκό",39.9,0,0
326038,"Silver Star SBL-158 – Ηλεκτρικό Υπόστρωμα Μονό Πλενόμενο Γκρι 80x150εκ.",27,0,0
326039,"Silver SBL-1614 – Ηλεκτρικό υπόστρωμα Διπλό 160x140",29,0,0
326119,"Braun FS5100BK – Ατμομάγειρας Μαύρο",79,0,0
326247,"Bosch TWK8611P – Βραστήρας 1.5L Λευκό",79,0,0
326313,"Γάστρα Gruppe Antic 6 lt. Μαύρο 326313",59.9,0,0
326314,"Γάστρα Gruppe Antic 8 lt. Μαύρο",64.9,0,0
326319,"Κουρευτική Μηχανή Rowenta TN 1410",25,0,0
326484,"Delonghi ECO311.W – Καφετιέρα Espresso Icona Λευκό",143,3,1
326522,"Χύτρα Ταχύτητας Pyramis Chroma 8 lt",89,0,0
326637,"Χύτρα Ταχύτητας Pyramis Chroma 6 lt",83,0,0
326715,"Συσκευή Γρανίτας Ariete 0078",45,0,0
326847,"Ζυγαριά Σώματος Laica PS1056",23,0,0
326891,"Weber E-320 – Ψησταριά Υγραερίου Spirit Original GBS",1058,0,0
326894,"Ψησταριά Κάρβουνου Weber Master Touch GBS 57cm Smoke 2015",372,0,0
326895,"Ψησταριά Κάρβουνου Weber Master Touch GBS 57cm Μαύρο",372,0,0
326967,"Κουζινομηχανή First FA-5259",129,0,0
327012,"Φουρνάκι Ηλεκτρικό First Austria FA5041-1",39,0,0
327158,"Ψηστιέρα - Γκριλιέρα Primo Terramica 26cm",29,0,0
327186,"Κοπτήριο Moulinex Fresh Express 3 DJ753510",59.9,0,0
327200,"Moulinex SM 156D – Τοστιέρα Ultracompact Μαύρο",33.9,0,0
327205,"Tefal KO3718 – Βραστήρας Safe toTouch 1.5L Μαύρο",55,0,0
327266,"Καφετιέρα Espresso Delonghi EC251.B Μαύρο",129,0,0
327467,"Πρέσα Ροδιού Bella Cucina 5001 Μαύρη",69,0,0
327520,"Βραστήρας Hobby 2200W 1.7lt KT-750",27,0,0
327598,"Bella Cucina  BC/KET/3002N – Συσκευή Παρασκευής Αφρόγαλα 550W 250ml Inox Black",49,0,0
327658,"Bosch MCP72GPW – Ηλεκτρικός Λεμονοστύφτης 40W",79,2,1
327752,"Χειροκίνητος Στίφτης Λευκό Gruppe 1702",34,0,0
327796,"Καθαριστικό Κεραμικών Εστιών Miele It,pt,el Κρέμα 250ml",15,1,1
327963,"Miele SF AP 50 – Φίλτρο Hepa Ηλεκτρικής Σκούπας",24,0,0
328109,"Φίλτρο αέρα 480550 για σκούπες Miele S4000 - S5000",10,0,0
328345,"Σκούπα Stick Gruppe ZB 06 -25 Κόκκινο",37.9,0,0
328373,"Moulinex PC302B – Στίφτης Vitapress",27,0,0
328376,"Αποχυμωτής Rohnson R-434 Inox",47.2,0,0
328584,"Rohnson R-332 – Σίδερο Ατμού 2200W",19,0,0
328672,"Χύτρα Ταχύτητας Tefal Secure Neo 6lt",99,0,0
328716,"Κουρευτική Μηχανή Panasonic ER-GC71-S503",49,5,1
328720,"Σκούπα Stick Gruppe ZB 06 -25 Μπλε",35.9,0,0
328730,"Χύτρα Ταχύτητας Tefal Secure 5 Neo 7lt",89,0,0
328758,"Bra A121471 – Τηγάνι Wok Prior 28cm",40,0,0
328931,"Delonghi ETAM 29.660.SB – Καφετιέρα Espresso Autentica Inox/Μαύρο",709,0,0
328984,"Afer 2062S – Σιδερώστρα Homie Pro Γκρι",59,2,1
328986,"Κουρευτική Μηχανή Wahl Haircut & Beard",44.5,0,0
328990,"Ψησταριά Υγραερίου Weber Go Anywhere",210,0,0
329060,"Moulinex PC603 – Στίφτης Vitapress Direct",49,1,1
329129,"Κουρευτική Μηχανή Wahl Closecut Pro",59.9,0,0
329153,"Τηγάνι Tefal Expertise 21cm",26.9,0,0
329157,"Τηγάνι Pyramis Expertise 30cm",36.9,0,0
329406,"Φραπιέρα Χειρός Με Μπαταρίες Rohnson R-449",8,0,0
329427,"Bella Cucina BC6010 – Σεσουάρ Πιστολάκι Μαλλιών Ionic 2000W",29,0,0
329463,"Σακούλες Σκούπας Rowenta Hygiene +4 Τεμ",14,10,1
329499,"Φουρνάκι Ηλεκτρικό Mondial FR-14 Μαύρο",89,0,0
329507,"Διπλή ηλεκτρική εστία 10/18 εκ Primo GH-625 Λευκή",45,0,0
329524,"Campingaz CV 470 – Φιάλη Υγραερίου για Γκαζάκι Ελ Γκρέκο Λευκό",7.5,6,1
329543,"Bosch MFW3630I – Κρεατομηχανή",149,1,1
329580,"Ζυγαριά Σώματος First FA-8020-BU Μπλε",15,0,0
329584,"Σκεύος για παρασκευή Espresso BELLA CUCINA BC/KAF/006",19,0,0
329585,"Καφετιέρα Φίλτρου Bosch TKA6A043 Μαύρο",54.9,0,0
329627,"Χύτρα Ταχύτητας Pyramis Optimum Plus 10 lt",106,0,0
329635,"Kenwood JMP600WH – Αποχυμωτής Slow Juicer Λευκό/Γκρι",198,0,0
329662,"Χύτρα Ταχύτητας Pyramis Optimum Plus 6 lt",92,0,0
329663,"Χύτρα Ταχύτητας Pyramis Optimum Plus 8 lt",97,0,0
329664,"Σετ Χύτρα Ταχύτητας Pyramis Optimum Plus 2x2 (8lt + 4,5lt) Inox 18/10",142,0,0
329679,"Ψησταριά Κάρβουνου Weber Perfomer Deluxe GBS 57cm Μαύρο",900,0,0
329708,"Hair Majesty HM-1016 – Κουρευτική Μηχανή",27,0,0
329739,"Καφετιέρα Φίλτρου Bosch TKA6A683 Inox",109,0,0
329887,"Braun MQ3000WH – Ραβδομπλέντερ MultiQuick 3 Smoothie Inox",40,0,0
329919,"Καφετιέρα/Τσαγιέρα Χειρός Iris 2852",17,0,0
329929,"Ταψί Tefal Coral 37x27εκ.",22.9,0,0
329968,"First FA5043 – Φουρνάκι Ηλεκτρικό Austria - 1",86,0,0
329976,"Braun MQ3035WH – Ραβδομπλέντερ MultiQuick 3 Sauce",59,1,1
329979,"Ταψί Tefal Coral 34εκ.",26.9,0,0
329980,"Ταψί Tefal Coral 38εκ",25.9,0,0
329984,"Σεσουάρ Μαλλιών GA.MA Classic Μπλε 2200 Watt",59.9,0,0
329986,"Σεσουάρ Μαλλιών GA.MA Classic Φούξια 2200 Watt",59.9,0,0
329989,"Επαγγελματικό Σεσουάρ GA.MA A21 Leggero Ozone Ion 4D",80,0,0
330009,"Tefal PP1063 – Ζυγαριά Σώματος Premiss",21,0,0
330037,"Τηγάνι Tefal Evidence 28εκ.",32,0,0
330045,"Ατμοκαθαριστής ARIETE 4145",125,0,0
330096,"Ατμοκαθαριστής ARIETE 4146 Xvapor Steam Delux",135,0,0
330103,"Moulinex BY5505 – Βραστήρας Subito4 1.7L Κόκκινο",41.9,0,0
330156,"Braun SI7062BL – Σίδερο Ατμού TexStyle 7 Pro 2600 Watt",63,0,0
330200,"Delonghi FH1363/1 – Πολυμάγειρας",189,0,0
330266,"Στίφτης Mondial E02 - 30W - Inox",22,0,0
330314,"Χύτρα Ταχύτητας Tefal Clipso Minute Perfect 7.5 lt",189,0,0
330323,"Χύτρα Ταχύτητας Monix Selecta M790003 7lt",89,0,0
330329,"Silver SSW-881W – Τοστιέρα με Αποσπώμενες Πλάκες 800W",27,5,1
330338,"Davoline Super ECO 4505 NH – Ηλεκτρικό φουρνάκι 30L με 3 εστίες Λευκό",135,0,0
330386,"Χύτρα Ταχύτητας Tefal Clipso Easy 7.5 lt",139,0,0
330421,"Mondial TC-01 – Ηλεκτρική Ψηστιέρα",49.9,0,0
330466,"Delonghi EC685.BK – Καφετιέρα Espresso Μαύρο",179,4,1
330471,"Delonghi EC685.M – Καφετιέρα Espresso Ασημί",179,3,1
330472,"Delonghi EC685.R – Καφετιέρα Espresso Κόκκινο",179,4,1
330473,"Delonghi Καφετιέρα Espresso EC685.W Λευκό",179,4,1
330474,"Kenwood COX750RD – Καφετιέρα Φίλτρου Kmix Κόκκινο",89,0,0
330475,"Kenwood ZJX650RD – Βραστήρας Kmix 1L Κόκκινο",69,2,1
330476,"Kenwood TCX 751 – Φρυγανιέρα Kmix RD Κόκκινο",79,0,0
330499,"Kenwood KMX750RD – Κουζινομηχανή kMix",325,0,0
330506,"Kenwood KVC3110S – Κουζινομηχανή Chef",329,0,0
330565,"Imetec 7IME11494 – Ισιωτικό Μαλλιών Bellissima B26 100",69.9,0,0
330593,"Kenwood KVL4110S – Κουζινομηχανή Chef XL Inox",459,1,1
330596,"Ζυγαριά Κουζίνας Laica KS5020 Λευκή",29,0,0
330612,"Bra A195001 – Αυγοδάρτης Σιλικόνης 30cm Efficient",6,3,1
330613,"Bra A195002 – Σπάτουλα Τρυπητή Μαγειρικής Efficient",7,0,0
330616,"Bra A195007 – Ρηχή Κουτάλα Ραγού Aπό Ανοξείδωτο Ατσάλι Efficient",7,2,1
330617,"Βαθιά Κουτάλα Σούπας Bra Efficient A195008",7,4,1
330628,"Ψησταριά Υγραερίου Outback Hunter",465,0,0
330722,"Rohnson R-139 – Σκούπα Ηλεκτρική Μπλε",59,0,0
330723,"Χύτρα Ταχύτητας Tefal Clipso Easy 9 lt",159,6,1
330733,"Campingaz CV470 – Φιάλη Υγραερίου για Γκαζάκι Ελ Γκρέκο Μπορντώ",7.5,0,0
330741,"Κρεατομηχανή και σάλτσας ντομάτας SENCOR SMG4382",139,0,0
330748,"GA.MA P21.SLIGHTD.TOR – Ψηφιακό Σίδερο Μαλλιών Starlight Tourmaline",69.9,0,0
330784,"Φουρνάκι Robot Gruppe KHC 612",47.9,0,0
330805,"Σετ Χύτρα Ταχύτητας Tefal Clipso Easy 7.5 lt+ Χύτρα 5 lt",190,0,0
330807,"Ζυγαριά Σώματος Laica PS7004",39,0,0
330825,"Tefal Compact Grill GC3050 – Τοστιέρα - Γκριλιέρα 2000W",94,3,1
330847,"Tefal Intuition Σετ 2ΧΒ+Κατσαρ.16+Καπάκι",149,0,0
330868,"Σίδερο Ατμού Philips GC2996/20 2400 Watt",46,0,0
330877,"Laica KS5010 – Ζυγαριά Κουζίνας Καφέ",19,0,0
330917,"Philips MG3740/15 – Επαναφορτιζόμενη Κουρευτική Μηχανή Σετ Multigroom Series 3000",39.9,1,1
330932,"First FA-5045 4 – Κουζινάκι Ηλεκτρικό Μαύρο",138,0,0
330983,"Delonghi ECAM 650.85.MS – Καφετιέρα Espresso Prima Donna",1549,0,0
330984,"Philips MG3730/15 – Κουρευτική Μηχανή Multigroom 8 σε 1 Αδιάβροχη",34.9,0,0
331028,"Ισιωτικό Μαλλιών GA.MA. Elegance Argan",59,0,0
331049,"Παρασκευαστής Ποπ κορν First Austria FA-5108-1-OR",25,0,0
331070,"Κουζινάκι Ηλεκτρικό Fancy 0215 Με 3 Εστίες Μαύρο",165,0,0
331202,"Bosch BBZ 41FGALL – Σακούλες Σκούπας",15,0,0
331233,"Χύτρα Ταχύτητας Monix Selecta 9lt",99,6,1
331234,"Monix M790001 – Χύτρα Ταχύτητος SELECTA 4L",69,5,1
331274,"Rohnson R-136 – Ηλεκτρική Σκούπα Τιρκουάζ",63,2,1
331297,"Χύτρα Ταχύτητας Monix Selecta 6lt",75,5,1
331309,"Kenwood HDP 106WG – Ραβδομπλέντερ Triblade",36.9,8,1
331317,"Ψαλίδι Μαλλιών GA.MA. F11.25GEVO",44.9,0,0
331327,"Primo EL-815 – Φουρνάκι Robot Μαύρο",69,0,0
331377,"Rohnson HM-1021 – Κουρευτική Μηχανή Hair Majesty",33,0,0
331401,"Hoover H81 – Σακούλες Σκούπας",12.9,0,0
331407,"Ηλεκτρική Ψηστιέρα First FA-5350",37,0,0
331435,"Stiroplus Σιδερώστρα για Σύστημα Σιδερώματος Siena IB801",42,0,0
331436,"Rohnson R-2680 – Τοστιέρα",34.8,8,1
331451,"Delonghi BCO411.B – Πολυκαφετιέρα Delongi Μαύρο",185,0,0
331491,"Κουρευτική Μηχανή Wahl Groomsman All In One 9685-016",39.9,0,0
331493,"Bra A195006 – Σπάτουλα Τετρά΄γωνη Μαρίζ Efficient",6,2,1
331500,"Καφετιέρα Nespresso Krups Essenza Mini Aeroccino XN1111V Λευκή",149,0,0
331501,"Nespresso XN1101V – Καφετιέρα KRUPS Essenza Mini White",89,0,0
331502,"Krups XN1118S – Καφετιέρα Nespresso Essenza Mini Aeroccino Μαύρο",159,0,0
331503,"Nespresso XN1108V – Krups Καφετιέρα Essenza Mini Μαύρο",89,0,0
331504,"Nespresso XN110BV – Krups Καφετιέρα Essenza Mini Γκρι",89,0,0
331505,"Χύτρα Ταχύτητος Monix SELECTA SET 4+6lt M790005",109,1,1
331506,"Laica KS5015 – Ζυγαριά Κουζίνας",27,3,1
331507,"Nespresso EN85.R – Καφετιέρα Delonghi Essenza Mini Κόκκινο",89,4,1
331511,"Kenwood FDM301SS – Πολυμίξερ Multi Pro",99,3,1
331534,"Weber Q3200 – Ψησταριά Υγραερίου Μαύρο",699,0,0
331566,"Black&Decker PV1820L-QW – Σκουπάκι 18V Ανθρακί",89,3,1
331574,"Ξυριστική Μηχανή Philips BG3010/15",33.9,0,0
331584,"Συσκευή για Μπούκλες Μαλλιών Rowenta So Curls CF3710F0",79,0,0
331611,"Nespresso EN85.RAE – Καφετιέρα Delonghi Essenza Mini Aeroccino Κόκκινο",149,3,1
331639,"Τηγάνι Tefal Ingenio Expertise L65005 26εκ",30,0,0
331685,"Broil King Royal 340 – Ψησταριά Υγραερίου 824 - 263",679,0,0
331704,"Tefal L65029 – Γαλατιέρα Pyramis 18 CM EXPERTISE INGENIO",28.9,2,1
331715,"Philips BT3206/14 – Κουρευτική Μηχανή Επαναφορτιζόμενη Beardtrimmer Series 3000",23.9,0,0
331782,"Ψησταριά Υγραερίου Broil King Royal 320 824-253",629,0,0
331794,"Βραστήρας Mondial CE07 Μαύρο",19,0,0
331863,"Ζυγαριά Σώματος Laica PS1065",25,0,0
331867,"Χύτρα Monix Mineral 20cm M740320",33,0,0
331869,"Ρηχή Κατσαρόλα Monix Mineral από Αλουμίνιο 28cm",55,0,0
331873,"Lamart LT8039 – Σιδερώστρα 110x33cm",25,0,0
331886,"Gruppe PDH 330 – Φραπιέρα Κόκκινο",27.9,0,0
331887,"Gruppe PDH 330 – Φραπιέρα Ξύλο",30,3,1
331889,"Gruppe PDH 330 – Φραπιέρα Μαύρο",21.9,0,0
331891,"Φραπιέρα Gruppe PDH 330 Ιβουάρ/Πράσινο",22,0,0
331892,"Φραπιέρα Gruppe PDH 330 Ιβουάρ/Φούξια",22,0,0
331917,"Αποτριχωτική Μηχανή Braun Silk Epil 5 Wet & Dry Sensosmart",97,0,0
331992,"Revlon RVDR 5305 – Σεσουάρ Πιστολάκι Ταξιδίου E 1200W",22,0,0
332089,"Bosch BGS05A222 – Ηλεκτρική Σκούπα Cleann'n Λευκό",99.9,4,1
332145,"Ηλεκτρική Ψηστιέρα Tefal Plancha CB 658E",89,0,0
332165,"Ταψί Φούρνου Αλουμινίου Αντικολλητικό Bosch 533000 37.5x45.5cm",45,0,0
332181,"Tefal BG90E5 – Ηλεκτρική Ψησταριά BBQ Easygrill",53.8,0,0
332187,"Mondial C-27 – Καφετιέρα",24,0,0
332253,"Καφετιέρα Φίλτρου Hobby CM-07 Black",39,0,0
332278,"Ψηστιέρα Rohnson R-2388",49,0,0
332279,"Rohnson R-789 – Βραστήρας 1,7L Inox",25,0,0
332302,"Tefal SM193D – Τοστιέρα",39,1,1
332338,"Delonghi ECP33.21.BK – Καφετιέρα Espresso Μαύρο",139,0,0
332346,"Nespresso EN85.BAE – Καφετιέρα Delonghi Essenza Mini Aeroccino Μαύρο",125,2,1
332356,"Σεσουάρ Mondial SC10 1.200,0 W",19,0,0
332357,"Σεσουάρ Mondial Glam Pro SC22 2.000,0 W",29,0,0
332358,"Ηλεκτρική Βούρτσα Revlon Mondial ER 07 Glam Pro Ionic",39,0,0
332364,"Ισιωτικό Μαλλιών Imetec Bellissima My Pro Steam B28 100",79.9,0,0
332381,"Bosch BSGL3A210 – Σκούπα Ηλεκτρική Κόκκινο/Μεταλλικό",119,1,1
332389,"Philips BG7025/15 – Ξυριστική Μηχανή Σώματος Wet & Dry 80min",104.9,0,0
332399,"Μπλέντερ Moulinex Blendforce LM4201",44.9,0,0
332415,"Moulinex LM4358 – Μπλέντερ",58.9,0,0
332421,"Καφετιέρα Espresso Delonghi ECP 31.21",119,0,0
332442,"Braun SI3041GR – Σίδερο Ατμού 2350 Watt",38,2,1
332467,"Rohnson R-7610 – Βραστήρας 1.7L 2200W Inox",30.88,1,1
332507,"Σεσουάρ Μαλλιών Imetec Bellissima My Pro Ceramic P5 3800 2300 Watt",79,0,0
332511,"Αποχυμωτής Moulinex ZU420G Κόκκινο/Μαύρο",131,0,0
332521,"Philips GC4564/20 – Σίδερο Ατμού Azur 2600 Watt",72,0,0
332523,"Black & Decker WDA320J – Σκουπάκι Χειρός Black&Decker - QW 10,80 V Dustbuster",59.9,2,1
332526,"Braun SI3053BL – Σίδερο Ατμού Texstyle 3 2400 Watt",44.99,0,0
332547,"Rohnson R-136 – Σακούλες Σκούπας 5 Τεμαχίων",15,0,0
332552,"Braun SI3055BK – Σίδερο Ατμού BraunTexstyle 3 Μαύρο 2400 Watt",52,6,1
332637,"Davoline EC 450 – Φουρνάκι Ηλεκτρικό Chef Λευκό",134.9,1,1
332642,"Ρηχή Κατσαρόλα Monix Mineral από Αλουμίνιο 24cm",35,0,0
332665,"Kenwood JMP400WH – Αποχυμωτής Slow Juicer Λευκό",139,4,1
332671,"Ζυγαριά Κουζίνας Laica KS1040",19,0,0
332702,"Lotion Θρέψης για Όλους τους Τύπους Μαλλιών 125ml GA.MA Argan Intense Care",9,2,1
332704,"Ισιωτικό Μαλλιών GA.MA.Digital.230 XWIDE",69.9,0,0
332725,"Φουρνάκι Ηλεκτρικό First FA-5042-2 Μαύρο",95,0,0
332838,"Σεσουάρ Mondial SC23 2.000 W",23,0,0
332840,"Σαντουιτσιέρα Mondial S22",29,0,0
332860,"Tefal FV9845 – Σίδερο Ατμού Ultimate Anti - Calc 3200 Watt",89.9,0,0
332863,"Ψαλίδι Μαλλιών για Μπούκλες GA.MA Tourmaline 25mm GC0202",32,0,0
332880,"GA.MA GT 9901 – Λάδι Θρέψης Μαλλιών & Macadamia 30ml",13,4,1
332967,"Hair Majesty HM-4022 – Ισιωτικό Μαλλιών",37.8,4,1
332975,"First FA-5350-1 – Ηλεκτρική Ψηστιέρα",149,0,0
333040,"Rowenta DW8215 – Σίδερο Ατμού Pro Master 2800W",74,0,0
333086,"Ψησταριά Κάρβουνου Fieldmann FZG 1014 & Αξεσουάρ Ψησίματος 3 τεμαχίων FZG 9006",200,0,0
333087,"Fieldmann FZG 1013 – Ψησταριά Κάρβουνου 57 cm Μαύρη",200,1,1
333088,"Fieldmann FZG 9000 – U Δοχείο Εκκίνησης για Κάρβουνα Ψησταριάς",21.1,2,1
333092,"Τηγάνι Βαθύ 24cm Bra Prior A121446",35,0,0
333093,"Τηγάνι Βαθύ Bra Prior 28cm Α121447",40,0,0
333102,"Βαθύ Tαψί Bosch Slim Γενικής Χρήσης HEZ530000",60,0,0
333134,"Βραστήρας Braun WK3100WH 1,7 lt Λευκό",34,0,0
333135,"Βραστήρας Braun WK3100BK 1,7 lt Μαύρο",39,0,0
333136,"Αποτριχωτική Μηχανή Braun Silk-epil 3 Perfection Legs & Body 3270 48688",59,0,0
333164,"Bra A270320 – Χύτρα 20cm 3 lt Χυτό Αλουμίνιο Platinum Plus",49,0,0
333165,"Χύτρα Bra Efficient 24cm (A270324)",52.9,2,1
333166,"Χύτρα Bra Efficient 28cm (A270328)",64,4,1
333167,"Bra A270332 Ρηχή Κατσαρόλα 5lt 32cm με Γυάλινο Καπάκι",79,2,1
333171,"Black & Decker NVC115JL – Σκουπάκι Dustbuster - QW",33,0,0
333172,"Black & Decker NVC115BJL – Σκουπάκι Dustbuster - QW",29.9,0,0
333173,"Σκουπάκι Black & Decker Dustbuster NVC115W-QW",35.9,0,0
333176,"Black & Decker NVC115WAR – Σκουπάκι Dustbuster - QW",41.9,0,0
333177,"Black & Decker NVC215W-QW – Σκουπάκι Dustbuster - QW",44,1,1
333178,"Σκουπάκι Black & Decker Dustbuster WDC115WA-QW",46,0,0
333179,"Black & Decker NVC215WA – Σκουπάκι Dustbuster - QW",54,0,0
333184,"Black & Decker DVA325JP07 – Σκουπάκι Dustbuster Pet - QW",94,0,0
333185,"Black & Decker BHHV315J – Σκουπάκι Dustbuster - QW",59,0,0
333186,"Black & Decker BHHV320J – Σκουπάκι Dustbuster - QW",69,0,0
333187,"Σκουπάκι Black & Decker Dustbuster BHHV520BF-QW",99,0,0
333211,"Bra A198001 – Μαχαίρι Γενικής Χρήσης Efficient",12,1,1
333212,"Bra A198003 – Μαχαίρι Santoku Efficient",15,1,1
333215,"Revlon RVIR1159E – Ψαλίδι Μαλλιών για Μπούκλες 32mm 4830601159",37,0,0
333220,"Bra Efficient A270528 – Ημιχύτρα 28cm Αντικολλητική Κατάλληλη για Φούρνο 220°C",63,2,1
333221,"Ημιχύτρα Bra Efficient 32cm (A270532)",63.9,2,1
333222,"Bra A198007 – Μαχαίρι Ψωμιού Efficient",18,2,1
333248,"Delonghi ICM16710 – Καφετιέρα Φίλτρου Inox",95,0,0
333252,"Laica KS1050 – Ζυγαριά Κουζίνας",19,0,0
333315,"Τηγάνι-Γκριλιέρα 28cm Bra Efficient",42,0,0
333321,"Αποτριχωτική Μηχανή Panasonic ES-ED93-P503",109,0,0
333329,"Bra A198002 – Efficient Μαχαίρι Λαχανικών Ανοξείδωτο Μαύρο",13,0,0
333330,"Bra A198006 – Μαχαίρι Chef Efficient",19,1,1
333331,"Philips BHS378/00 – Ισιωτικό Μαλλιών ThermoProtect Κεραμικές Πλάκες Κερατίνης 230°C",39,1,1
333347,"Cloer 3317-3 – Φρυγανιέρα Τιρκουάζ",35,1,1
333348,"Cloer 3317-4 – Φρυγανιέρα Πράσινη",35,0,0
333370,"Stiroplus SP 1030 – Σύστημα Σιδερώματος 5 bar",79,0,0
333465,"Ατμομάγειρας Philips HD9126/90 Μαύρο",55.9,0,0
333467,"Rohnson MOD R-387 – Σίδερο Ατμού 2800 Watt",24,0,0
333473,"Rohnson Βραστήρας R-7625 1.7Lt 2200W Inox",30.9,0,0
333485,"Rohnson Ηλεκτρική Σκούπα MOD R-1230 Bagless Λευκό",79,0,0
333491,"Braun IS5145 – Σύστημα Σιδερώματος BK 6.8 bar",171,0,0
333509,"Τηγάνι Από Χυτό Αλουμίνιο Bra Efficient 30cm",49,1,1
333510,"Γάστρα Tefal Aroma 30Χ22,5",89,0,0
333512,"Γάστρα Tefal Aroma 24 εκ.",89,0,0
333517,"Bosch BCH3K210 – Ηλεκτρική Σκούπα",168.9,0,0
333518,"Rohnson R-980 – Καφετιέρα Espresso Ασημί",76.9,0,0
333548,"Θερμική Βούρτσα Μαλλιών GA.MA Multistyler Turbo Ionic GH0102",59.9,0,0
333566,"Rohnson R-7030 – Βραστήρας Ασημί 1,7L 2200W",19,1,1
333593,"Delonghi ECAM370.85.SB – Καφετιέρα Espresso Ασημί/Μαύρο",767,0,0
333596,"Gruppe HP102-D10 – Επιτραπέζια Εστία Εμαγιέ Μονή Γκρι",26.9,0,0
333600,"Rohnson MOD R-929 – Καφετιέρα Φίλτρου Γαλλικού Μαύρο",29,1,1
333602,"Rohnson R-4410 – Φραπιέρα Ασημί",23,0,0
333609,"Ηλεκτρική Σκούπα Stick & Χειρός Telco SL594 600W Γκρι Μπλε",39,0,0
333675,"Krups XN304TS/XN304TV – Pixie Καφετιέρα για Κάψουλες Nespresso 19bar Titanium",149,0,0
333711,"Rohnson MOD R-2410 – Εστία Ηλεκτρική",32,4,1
333716,"Rohnson R-2420 – Διπλή ηλεκτρική εστία",38,1,1
333721,"Philips HC5612/15 – Κουρευτική Μηχανή",39.9,3,1
333756,"Ταψί Candy Maxi Pan & Grill Rack 45.8 x 37 x 8.5 cm",35,0,0
333768,"Philips HC5630/15 – Κουρευτική Μηχανή",45.9,1,1
333800,"Bra A770353 – Κατσαρόλα Signature 20cm",39,1,1
333801,"Bra A770356 – Βαθιά Κατσαρόλα 4.5 lt 26cm Γυάλινο Καπάκι",52,2,1
333802,"Bra A773953 – Χύτρα Signature 20cm",43,3,1
333803,"Χύτρα Bra Signature A773955 24cm",58,3,1
333804,"Bra A773956 – Βαθιά Κατσαρόλα 10.5 lt 26cm Γυάλινο Καπάκι Inox",63,3,1
333841,"Braun HB701-MQ7000X – Ραβδομπλέντερ 1000 W 0,60 L ACTIVEBlade Πλενόμενα Εξαρτήματα",59,6,1
333842,"Braun KF3120BK – Καφετιέρα Φίλτρου Μαύρο",49,0,0
333843,"Braun KF3100WH – Καφετιέρα Φίλτρου Λευκό",59,0,0
333848,"Ξυριστική Μηχανή Philips S1333/41",59,0,0
333851,"Rohnson R-583 – Μπλεντερ Heavy Duty",77,5,1
333857,"Ψαλίδι μαλλιών Pro 2 σε 1 Straight & Waves Imetec Bellissima B29 100",75,0,0
333863,"Braun JB3060WHS – Μπλέντερ με Γυάλινη Κανάτα 1.75L",64,0,0
333865,"Bra A773853 – Γαλατιέρα Signature 16cm",25,0,0
333902,"Philips S1231/41 – Ξυριστική Μηχανή",48,0,0
333905,"Kenwood JE290A – Ηλεκτρικός  Στίφτης",25.9,4,1
333983,"Stiroplus IB807S – Σιδερώστρα Mirella 2",79,0,0
334020,"Black & Decker BHHV520JF – Σκουπάκι Dustbuster - QW",89,0,0
334049,"Tefal Body Up BM2520V0 – Ζυγαριά Μπάνιου 150 kg Λιπομέτρηση 8 Προφίλ",25.9,0,0
